TABLE_NAME,Column_Name,Description
Report.vw_Projects,ProgressOfBeginningOfYear_Plan,"Planned progress percentage at the start of the current year"
Report.vw_Projects,ProgressOfEndOfYear_Plan,"Planned progress percentage targeted for the end of the current year"
Report.vw_Projects,ProgressOfBeginningOfYear_Actual,"Actual progress percentage recorded at the start of the current year"
Report.vw_Projects,ProgressOfEndOfYear_Actual,"Actual progress percentage achieved by the end of the current year"
Report.vw_Projects,RandTotal,"Calculated random or aggregate total metric for project analytics"
Report.vw_Projects,RandYear,"Calculated annual random metric or indicator"
Report.vw_Projects,ProjectCountry,"Country where the project is executed"
Report.vw_Projects,ProjectProvince,"State or province where the project is executed"
Report.vw_Projects,ProjectCity,"City where the project site is located"
Report.vw_Projects,ParentID,"Identifier for the parent program or master project, if applicable"
Report.vw_Projects,WeightOfParentProject,"Relative weight of this sub-project within its parent master project"
Report.vw_Projects,ProjectHasControlPoints,"Boolean flag indicating if the project utilizes control milestones/points"
Report.vw_Projects,اسکلت سازه,"Type of structural skeleton or framework used in construction"
Report.vw_Projects,برچسب,"Tag or label used to categorize the project"
Report.vw_Projects,بهره بردار,"Name of the operator, end-user, or beneficiary of the project"
Report.vw_Projects,پیوست دارد,"Boolean indicating whether the project dossier contains attachments"
Report.vw_Projects,تست date,"Custom test field for dates"
Report.vw_Projects,تست طراحی,"Custom test field for design specifications"
Report.vw_Projects,تست عدد,"Custom test field for numeric values"
Report.vw_Projects,روش اداره ی پروژه,"Methodology or approach used to manage the project (e.g., Agile, Waterfall)"
Report.vw_Projects,سبد,"Portfolio to which the project belongs"
Report.vw_Projects,سطح تصویت,"Level of approval or authorization required for the project"
Report.vw_Projects,شرح نیاز مشتری,"Description of the underlying customer need or business case"
Report.vw_Projects,فیلد1,"Custom user-defined field 1"
Report.vw_Projects,ماهیت,"Nature or core characteristics of the project"
Report.vw_Projects,مبلغ اولیه تأمین شده,"Initial secured or funded budget amount for the project"
Report.vw_Projects,مدت اجرای پروژه (تخمین) ,"Estimated duration for project execution"
Report.vw_Projects,مدیر پروژه,"Name of the Project Manager"
Report.vw_Projects,نیروی انسانی مورد نیاز,"Description or count of required human resources for the project"
Report.vw_Projects,هدف,"Primary objective or goal of the project"
Report.vw_Projects,کابر 1,"Custom user assignment or stakeholder field 1"
Report.vw_Projects,کاربر 2,"Custom user assignment or stakeholder field 2"
Report.vw_Projects,روش اداره ی پروژه (از نحوه),"Detailed project administration procedure or methodology"
Report.vw_Projects,چارچوب,"Framework or methodology guiding project execution"
Report.vw_Projects,CurrencyName,"Primary currency used for project financials"
Report.vw_Projects,ProjectWBSKEY,"Identifier linking the project to its top-level WBS element"
Report.vw_Projects,ProjectWBSName,"Name of the project's root Work Breakdown Structure element"
Report.vw_ProjectScurve,FromDate,"Start date of the interval for the project S-Curve"
Report.vw_ProjectScurve,ToDate,"End date of the interval for the project S-Curve"
Report.vw_ProjectScurve,PlanProgress,"Planned incremental progress during this interval"
Report.vw_ProjectScurve,ActualProgress,"Actual incremental progress during this interval"
Report.vw_ProjectScurve,PlanCommulative,"Cumulative planned progress up to this interval"
Report.vw_ProjectScurve,ActualCommulative,"Cumulative actual progress up to this interval"
Report.vw_ProjectScurve,ProjectID,"Identifier for the associated project"
Report.vw_ProjectScurve,TimePeriod,"Textual representation of the time period for the S-Curve point"
Report.vw_ResourceUsage,VolUnit,"Unit of measure for resource volume/usage (e.g., Hours, Tons)"
Report.vw_ResourceUsage,ProjectID,"Identifier for the project utilizing the resource"
Report.vw_ResourceUsage,ResourceID,"Unique identifier for the specific resource (labor, material, equipment)"
Report.vw_ResourceUsage,UsageAmount,"Quantity or volume of the resource utilized"
Report.vw_ResourceUsage,Comments,"Notes or explanations regarding the resource utilization"
Report.vw_ResourceUsage,Cost,"Financial cost associated with this specific resource usage"
Report.vw_ResourceUsage,WBSID,"Identifier for the Work Breakdown Structure task consuming the resource"
Report.vw_ResourceUsage,Abbreviation,"Short code or abbreviation for the resource"
Report.vw_ResourceUsage,ResourceName,"Full name or title of the resource"
Report.vw_ResourceUsage,ResourceTypeName,"Category of the resource (e.g., Material, Labor, Equipment)"
Report.vw_ResourceUsage,ResourceGroupName,"Group or pool to which the resource belongs"
Report.vw_ResourceUsage,WBSName,"Name of the Work Breakdown Structure element consuming the resource"
Report.vw_ResourceUsage,WBSCode,"Alphanumeric code of the WBS element"
Report.vw_ResourceUsage,ActivityCode,"Code identifying the specific schedule activity using the resource"
Report.vw_ResourceUsage,WBSPath,"Full hierarchical path of the WBS element"
Report.vw_ResourceUsage,ActualStartDate,"Date when resource utilization actually commenced"
Report.vw_Risks,RiskID,"Unique identifier for the recorded risk"
Report.vw_Risks,OrganizationUnitID,"Identifier of the organizational unit managing the risk"
Report.vw_Risks,OrganUnitName,"Name of the organizational unit managing the risk"
Report.vw_Risks,ParentID,"Parent identifier, if this risk is a sub-risk"
Report.vw_Risks,RiskTitle,"Short descriptive title of the risk"
Report.vw_Risks,Description,"Detailed explanation of the risk event and potential impact"
Report.vw_Risks,Severity,"Overall severity or impact score of the risk"
Report.vw_Risks,IdentificationDate,"Date when the risk was first identified and logged"
Report.vw_Risks,DueDate,"Target date for implementing the risk response strategy"
Report.vw_Risks,Resolution,"Description of how the risk was mitigated or resolved"
Report.vw_Risks,AssignedTo,"Name or identifier of the individual responsible for managing the risk"
Report.vw_Risks,Type,"Categorization of the risk (e.g., Threat, Opportunity)"
Report.vw_Risks,Probability,"Likelihood or probability of the risk occurring"
Report.vw_Risks,DetectionCapability,"Assessment of how easily the risk trigger can be detected"
Report.vw_Risks,Sign,"Early warning sign or trigger indicating the risk is imminent"
Report.vw_Risks,SupportResponse,"Planned fallback or support response if the risk occurs"
Report.vw_Risks,AssignedUserDetailsUserName,"Username of the individual assigned to manage the risk"
Report.vw_Risks,AssignedUserDetailsFirstName,"First name of the assigned risk manager"
Report.vw_Risks,AssignedUserDetailsLastName,"Last name of the assigned risk manager"
Report.vw_Risks,CreatorUserDetailsUserName,"Username of the user who logged the risk"
Report.vw_Risks,CreatorUserDetailsFirstName,"First name of the user who logged the risk"
Report.vw_Risks,CreatorUserDetailsLastName,"Last name of the user who logged the risk"
Report.vw_Risks,LastModifierUserDetailsUserName,"Username of the last user to update the risk record"
Report.vw_Risks,LastModifierUserDetailsFirstName,"First name of the last modifier"
Report.vw_Risks,LastModifierUserDetailsLastName,"Last name of the last modifier"
Report.vw_Risks,ProjectID,"Identifier of the project exposed to the risk"
Report.vw_Risks,ProjectName,"Name of the project exposed to the risk"
Report.vw_Risks,RiskCategory,"Classification bucket for the risk (e.g., Financial, Technical, Environmental)"
Report.vw_Risks,RiskStatus,"Current state of the risk (e.g., Open, Mitigated, Closed, Realized)"
Report.vw_Risks,ReferCount,"Number of times the risk has been escalated or reassigned"
Report.vw_Risks,ActionDescription,"Details of the specific mitigation actions taken"
Report.vw_Risks,OrganizationUnit,"Name of the organizational unit responsible for the risk"
Report.vw_WBS,ParentID,"Identifier of the parent WBS element in the hierarchy"
Report.vw_WBS,WbsId,"Unique identifier for the Work Breakdown Structure element"
Report.vw_WBS,Duration,"Planned length of time required to complete the WBS element"
Report.vw_WBS,DurationUnit,"Unit of time for the duration (e.g., Days, Weeks)"
Report.vw_WBS,IsActivity,"Boolean indicating if this WBS node represents a leaf-level activity"
Report.vw_WBS,Code,"Alphanumeric reference code for the WBS element"
Report.vw_WBS,Name,"Descriptive name of the WBS element or deliverable"
Report.vw_WBS,ActivityCode,"Code referencing the specific activity in the scheduling tool"
Report.vw_WBS,PlanEndDate,"Planned completion date for the WBS element"
Report.vw_WBS,PlanStartDate,"Planned start date for the WBS element"
Report.vw_WBS,ActualEndDate,"Actual completion date for the WBS element"
Report.vw_WBS,ActualStartDate,"Actual start date for the WBS element"
Report.vw_WBS,IsMilestone,"Boolean indicating if the WBS element is a zero-duration milestone"
Report.vw_WBS,ProjectID,"Identifier of the project this WBS belongs to"
Report.vw_WBS,ProjectName,"Name of the project this WBS belongs to"
Report.vw_WBS,Weight,"Relative physical or financial weight of the WBS element in the project"
Report.vw_WBS,Critical,"Boolean indicating if the element lies on the critical path"
Report.vw_WBS,PlanProgress,"Planned completion percentage of the WBS element"
Report.vw_WBS,ActualProgress,"Actual completion percentage of the WBS element"
Report.vw_WBS,FieldProgress,"Progress percentage reported directly from the field/site"
Report.vw_WBS,lvl,"Hierarchical depth level of the element within the WBS tree"
Report.vw_WBS,ParentPath,"Full hierarchical path tracing up to the root WBS element"
Report.vw_WorkItems,WorkItemID,"Unique identifier for a specific work item or task"
Report.vw_WorkItems,WBSID,"Identifier of the WBS element this work item falls under"
Report.vw_WorkItems,WeightOfWhole,"Relative weight of the work item compared to the entire project scope"
Report.vw_WorkItems,ProjectID,"Identifier for the related project"
Report.vw_WorkItems,ProjectName,"Name of the related project"
Report.vw_WorkItems,WorkItemTitle,"Descriptive title or name of the work item"
Report.vw_WorkItems,Duration,"Time required to complete the work item"
Report.vw_WorkItems,DurationUnit,"Unit of measurement for the work item duration"
Report.vw_WorkItems,ActualStartDateKEY,"System key for the actual start date"
Report.vw_WorkItems,ActualStartDate_Year,"Year the work item actually started"
Report.vw_WorkItems,ActualStartDate_Month,"Month the work item actually started"
Report.vw_WorkItems,ActualStartDate_Day,"Day the work item actually started"
Report.vw_WorkItems,ActualStartDate_PersianDate,"Actual start date in the Persian (Jalali) calendar"
Report.vw_WorkItems,ActualStartDate,"Gregorian actual start date of the work item"
Report.vw_WorkItems,ActualEndDateKEY,"System key for the actual end date"
Report.vw_WorkItems,ActualEndDate_Year,"Year the work item was actually completed"
Report.vw_WorkItems,ActualEndDate_Month,"Month the work item was actually completed"
Report.vw_WorkItems,ActualEndDate_Day,"Day the work item was actually completed"
Report.vw_WorkItems,ActualEndDate_PersianDate,"Actual completion date in the Persian (Jalali) calendar"
Report.vw_WorkItems,ActualEndDate,"Gregorian actual completion date of the work item"
Report.vw_WorkItems,PlanStartDateKEY,"System key for the planned start date"
Report.vw_WorkItems,PlanStartDate_Year,"Year the work item is planned to start"
Report.vw_WorkItems,PlanStartDate_Month,"Month the work item is planned to start"
Report.vw_WorkItems,PlanStartDate_Day,"Day the work item is planned to start"
Report.vw_WorkItems,PlanStartDate_PersianDate,"Planned start date in the Persian (Jalali) calendar"
Report.vw_WorkItems,PlanStartDate,"Gregorian planned start date of the work item"
Report.vw_WorkItems,PlanEndDateKEY,"System key for the planned end date"
Report.vw_WorkItems,PlanEndDate_Year,"Year the work item is planned to end"
Report.vw_WorkItems,PlanEndDate_Month,"Month the work item is planned to end"
Report.vw_WorkItems,PlanEndDate_Day,"Day the work item is planned to end"
Report.vw_WorkItems,PlanEndDate_PersianDate,"Planned end date in the Persian (Jalali) calendar"
Report.vw_WorkItems,PlanEndDate,"Gregorian planned end date of the work item"
Report.vw_WorkItems,ActualProgress,"Actual physical completion percentage of the work item"
Report.vw_WorkItems,PlanProgress,"Planned physical completion percentage for the work item"
Report.vw_WorkItems,DisciplineName,"Engineering or execution discipline (e.g., Civil, Mechanical) for the task"
Report.vw_WorkItems,WorkItemType,"Categorization or type of the work item"
Report.vw_WorkItems,WorkflowModel,"Associated workflow model process for executing the work item"
Report.vw_WorkItems,VolumnOfWork,"Total physical quantity or volume of work required"
Report.vw_WorkItems,VolUnitAbbr,"Abbreviation for the unit of measure of the work volume"
Report.vw_WorkItems,VolUnit,"Unit of measure for the work volume (e.g., Cubic Meters, Linear Meters)"
Report.vw_WorkItems,SubProjectID,"Identifier of a sub-project if the work item delegates to one"
Report.vw_WorkItems,ResponsibleUser,"Username or name of the individual responsible for executing the work item"
