TABLE_NAME,Column_Name,Description
Report.vw_Risks,DetectionCapability,"Ability or capability to detect the risk before it occurs"
Report.vw_Risks,Sign,"Early warning sign or indicator of the risk"
Report.vw_Risks,SupportResponse,"Required support or response strategy"
Report.vw_Risks,AssignedUserDetailsUserName,"Username of the risk owner"
Report.vw_Risks,AssignedUserDetailsFirstName,"First name of the risk owner"
Report.vw_Risks,AssignedUserDetailsLastName,"Last name of the risk owner"
Report.vw_Risks,CreatorUserDetailsUserName,"Username of the user who logged the risk"
Report.vw_Risks,CreatorUserDetailsFirstName,"First name of the user who logged the risk"
Report.vw_Risks,CreatorUserDetailsLastName,"Last name of the user who logged the risk"
Report.vw_Risks,LastModifierUserDetailsUserName,"Username of the last user to modify the risk"
Report.vw_Risks,LastModifierUserDetailsFirstName,"First name of the last modifier"
Report.vw_Risks,LastModifierUserDetailsLastName,"Last name of the last modifier"
Report.vw_Risks,ProjectID,"Unique identifier for the associated project"
Report.vw_Risks,ProjectName,"Name of the associated project"
Report.vw_Risks,RiskCategory,"Category classification of the risk (e.g., Financial, Safety)"
Report.vw_Risks,RiskStatus,"Current status of the risk (e.g., Open, Mitigated)"
Report.vw_Risks,ReferCount,"Number of times the risk has been referenced or escalated"
Report.vw_Risks,ActionDescription,"Description of the mitigation actions taken"
Report.vw_Risks,OrganizationUnit,"Organization Unit responsible for the risk"
Report.vw_WBS,ParentID,"Identifier of the parent WBS node"
Report.vw_WBS,WbsId,"Unique identifier for the Work Breakdown Structure (WBS) node"
Report.vw_WBS,Duration,"Duration required to complete the WBS element"
Report.vw_WBS,DurationUnit,"Unit of time for the duration (e.g., Days, Weeks)"
Report.vw_WBS,IsActivity,"Boolean flag indicating if the node is a leaf activity/task"
Report.vw_WBS,Code,"Hierarchical WBS code"
Report.vw_WBS,Name,"Name or title of the WBS node"
Report.vw_WBS,ActivityCode,"Specific code identifying the activity"
Report.vw_WBS,PlanEndDate,"Planned end date of the WBS element"
Report.vw_WBS,PlanStartDate,"Planned start date of the WBS element"
Report.vw_WBS,ActualEndDate,"Actual completion date of the WBS element"
Report.vw_WBS,ActualStartDate,"Actual start date of the WBS element"
Report.vw_WBS,IsMilestone,"Boolean flag indicating if the WBS element is a milestone"
Report.vw_WBS,ProjectID,"Unique identifier for the associated project"
Report.vw_WBS,ProjectName,"Name of the associated project"
Report.vw_WBS,Weight,"Relative weight of the WBS node within the project"
Report.vw_WBS,Critical,"Boolean flag indicating if the WBS element is on the critical path"
Report.vw_WBS,PlanProgress,"Planned progress percentage of the WBS element"
Report.vw_WBS,ActualProgress,"Actual progress percentage of the WBS element"
Report.vw_WBS,FieldProgress,"Progress percentage reported directly from the field"
Report.vw_WBS,lvl,"Hierarchical level depth of the WBS node"
Report.vw_WBS,ParentPath,"Full hierarchical path of parent nodes"
Report.vw_WorkItems,WorkItemID,"Unique identifier for the work item or task"
Report.vw_WorkItems,WBSID,"Identifier of the parent WBS node"
Report.vw_WorkItems,WeightOfWhole,"Relative weight of the work item compared to the whole project"
Report.vw_WorkItems,ProjectID,"Unique identifier for the associated project"
Report.vw_WorkItems,ProjectName,"Name of the associated project"
Report.vw_WorkItems,WorkItemTitle,"Title or short description of the work item"
Report.vw_WorkItems,Duration,"Duration required to complete the work item"
Report.vw_WorkItems,DurationUnit,"Unit of time for the duration"
Report.vw_WorkItems,ActualStartDateKEY,"System key for the actual start date"
Report.vw_WorkItems,ActualStartDate_Year,"Year the work item actually started"
Report.vw_WorkItems,ActualStartDate_Month,"Month the work item actually started"
Report.vw_WorkItems,ActualStartDate_Day,"Day the work item actually started"
Report.vw_WorkItems,ActualStartDate_PersianDate,"Jalali (Persian) actual start date"
Report.vw_WorkItems,ActualStartDate,"Gregorian actual start date"
Report.vw_WorkItems,ActualEndDateKEY,"System key for the actual end date"
Report.vw_WorkItems,ActualEndDate_Year,"Year the work item actually ended"
Report.vw_WorkItems,ActualEndDate_Month,"Month the work item actually ended"
Report.vw_WorkItems,ActualEndDate_Day,"Day the work item actually ended"
Report.vw_WorkItems,ActualEndDate_PersianDate,"Jalali (Persian) actual end date"
Report.vw_WorkItems,ActualEndDate,"Gregorian actual completion date"
Report.vw_WorkItems,PlanStartDateKEY,"System key for the planned start date"
Report.vw_WorkItems,PlanStartDate_Year,"Year the work item is planned to start"
Report.vw_WorkItems,PlanStartDate_Month,"Month the work item is planned to start"
Report.vw_WorkItems,PlanStartDate_Day,"Day the work item is planned to start"
Report.vw_WorkItems,PlanStartDate_PersianDate,"Jalali (Persian) planned start date"
Report.vw_WorkItems,PlanStartDate,"Gregorian planned start date"
Report.vw_WorkItems,PlanEndDateKEY,"System key for the planned end date"
Report.vw_WorkItems,PlanEndDate_Year,"Year the work item is planned to end"
Report.vw_WorkItems,PlanEndDate_Month,"Month the work item is planned to end"
Report.vw_WorkItems,PlanEndDate_Day,"Day the work item is planned to end"
Report.vw_WorkItems,PlanEndDate_PersianDate,"Jalali (Persian) planned end date"
Report.vw_WorkItems,PlanEndDate,"Gregorian planned end date"
Report.vw_WorkItems,ActualProgress,"Actual progress percentage of the work item"
Report.vw_WorkItems,PlanProgress,"Planned progress percentage of the work item"
Report.vw_WorkItems,DisciplineName,"Engineering or execution discipline (e.g., Civil, Mechanical)"
Report.vw_WorkItems,WorkItemType,"Type or category of the work item"
Report.vw_WorkItems,WorkflowModel,"Workflow process model associated with the item"
Report.vw_WorkItems,VolumnOfWork,"Total volume or quantity of work to be performed"
Report.vw_WorkItems,VolUnitAbbr,"Abbreviation of the volume unit"
Report.vw_WorkItems,VolUnit,"Unit of measurement for the volume of work"
Report.vw_WorkItems,SubProjectID,"Identifier of the sub-project if applicable"
Report.vw_WorkItems,ResponsibleUser,"User or entity responsible for executing the work item"
