TABLE_NAME,Column_Name,Description,Confidence_Score
vw_PlanHistory,CreationTime_JalaliYear,"Jalali year the plan history was saved",100
vw_PlanHistory,CreationTime_JalaliMonth,"Jalali month the plan history was saved",100
vw_PlanHistory,CreationTime_JalaliDay,"Jalali day the plan history was saved",100
vw_PlanHistory,PlanStartDate,"Planned start date in this historical baseline",100
vw_PlanHistory,PlanStartDate_JalaliDate,"Jalali planned start date in this baseline",100
vw_PlanHistory,PlanStartDate_JalaliYear,"Jalali planned start year in this baseline",100
vw_PlanHistory,PlanStartDate_JalaliMonth,"Jalali planned start month in this baseline",100
vw_PlanHistory,PlanStartDate_JalaliDay,"Jalali planned start day in this baseline",100
vw_PlanHistory,PlanEndDate,"Planned end date in this historical baseline",100
vw_PlanHistory,PlanEndDate_JalaliDate,"Jalali planned end date in this baseline",100
vw_PlanHistory,PlanEndDate_JalaliYear,"Jalali planned end year in this baseline",100
vw_PlanHistory,PlanEndDate_JalaliMonth,"Jalali planned end month in this baseline",100
vw_PlanHistory,PlanEndDate_JalaliDay,"Jalali planned end day in this baseline",100
vw_ProjectGroup,ProjectGroupPK,"Primary key for the project group / portfolio",100
vw_ProjectGroup,ProjectGroupName,"Name of the project group / portfolio",100
vw_ProjectGroupScurve,DateType,"Type of period (e.g. Monthly) for the group S-Curve",95
vw_ProjectGroupScurve,GFromDate,"Gregorian start date for the S-Curve period",100
vw_ProjectGroupScurve,GToDate,"Gregorian end date for the S-Curve period",100
vw_ProjectGroupScurve,JFromDate,"Jalali start date for the S-Curve period",100
vw_ProjectGroupScurve,JToDate,"Jalali end date for the S-Curve period",100
vw_ProjectGroupScurve,PlanPer,"Planned progress percentage for the specific period",100
vw_ProjectGroupScurve,ActualPer,"Actual progress percentage for the specific period",100
vw_ProjectGroupScurve,PlanCommulative,"Cumulative planned progress for the group",100
vw_ProjectGroupScurve,ActualCommulative,"Cumulative actual progress for the group",100
vw_ProjectGroupScurve,ProjectGroupID,"Foreign key to the project group",100
vw_ProjectGroupScurve,TimePeriod,"Identifier for the S-Curve time interval",95
vw_ProjectMonthlyReport,ProjectMonthlyReportKEY,"Primary key for the monthly report",100
vw_ProjectMonthlyReport,ProjectPK,"Foreign key to the project",100
vw_ProjectMonthlyReport,PrjName,"Project Name",100
vw_ProjectMonthlyReport,StatusTitle,"Overall status reported for the month",100
vw_ProjectMonthlyReport,CreationTime,"Gregorian timestamp of report creation",100
vw_ProjectMonthlyReport,CreationTime_JalaliDate,"Jalali date of report creation",100
vw_ProjectMonthlyReport,CreationTime_JalaliYear,"Jalali year of report creation",100
vw_ProjectMonthlyReport,CreationTime_JalaliMonth,"Jalali month of report creation",100
vw_ProjectMonthlyReport,CreationTime_JalaliDay,"Jalali day of report creation",100
vw_ProjectMonthlyReport,DoneWorkTitle,"Title or summary of work completed this month",100
vw_ProjectMonthlyReport,DoneWorkWorkDescription,"Detailed description of work completed this month",100
vw_ProjectMonthlyReport,FutureWorkTitle,"Title or summary of work planned for next month",100
vw_ProjectMonthlyReport,FutureWorkDescription,"Detailed description of work planned for next month",100
vw_ProjectMonthlyReport,IsDone,"Boolean flag indicating if the report is finalized/submitted",100
vw_ProjectMonthlyReport,ReportNumber,"Sequential or official number of the monthly report",100
vw_ProjectPlan,ProjectPlanPK,"Primary key for the project plan / schedule version",100
vw_ProjectPlan,ProjectPlanName,"Name of the plan/schedule (e.g. Baseline 1)",100
vw_ProjectPlan,ProjectPK,"Foreign key to the project",100
vw_ProjectPlan,ProjectName,"Name of the project",100
vw_ProjectPlan,isDefault,"Boolean indicating if this is the active default plan",100
vw_ProjectPlanProgress,کد پروژه,"Project Code",100
vw_ProjectPlanProgress,نام پروژه,"Project Name",100
vw_ProjectPlanProgress,تاریخ,"Date of the progress update",100
vw_ProjectPlanProgress,پیشرفت واقعی,"Actual overall progress percentage of the project",100
vw_ProjectPlanProgress,پیشرفت برنامه ای,"Planned overall progress percentage of the project",100
vw_Projects,ProjectKEY,"Primary key for the project",100
vw_Projects,OrganizationUnitID,"Foreign key to the organizational unit owning the project",100
vw_Projects,PMFullName,"Full name of the Project Manager",100
vw_Projects,PMUserName,"System username of the Project Manager",100
vw_Projects,TaskMaster,"Client or Task Master overseeing the project",90
vw_Projects,Contractor,"Main contractor assigned to the project",100
vw_Projects,Supervisor,"Supervising entity or resident engineer",100
vw_Projects,ContractNo,"Official contract number",100
vw_Projects,ProjectNO,"Internal project number",100
vw_Projects,ContractSubject,"Subject or scope of the contract",100
vw_Projects,CreatedBy,"User who created the project record",100
vw_Projects,LastModifiedBy,"User who last modified the project record",100
vw_Projects,CreationTime,"Gregorian timestamp of project creation",100
vw_Projects,CreationTime_J,"Jalali timestamp of project creation",100
vw_Projects,LastModificationTime,"Gregorian timestamp of last update",100
vw_Projects,LastModificationTime_J,"Jalali timestamp of last update",100
vw_Projects,ProjectManager,"Name or ID of the Project Manager",100
vw_Projects,DefaultLocation_CityID,"ID representing the city where the project is located",100
vw_Projects,DefaultLocation_Latitude,"Geographical latitude of the project site",100
vw_Projects,DefaultLocation_Longtitude,"Geographical longitude of the project site",100
vw_Projects,ProjectStatusID,"Foreign key for the project's current lifecycle status",100
vw_Projects,Consultant,"Consultant firm associated with the project",100
vw_Projects,Client,"Client or Owner of the project",100
vw_Projects,DefaultLocationID,"Foreign key to the default location table",100
vw_Projects,DefaultLocationTitle,"Name of the default location",100
vw_Projects,کد پروژه,"Project Code",100
vw_Projects,نام پروژه,"Project Name",100
vw_Projects,نوع پروژه,"Project Type (e.g., EPC, Construction)",100
vw_Projects,وضعیت پروژه,"Project Status (e.g., Active, Suspended)",100
vw_Projects,واحد سازمانی پروژه,"Organizational Unit responsible for the project",100
vw_Projects,پیشرفت واقعی,"Actual progress of the project",100
vw_Projects,پیشرفت برنامه ای,"Planned progress of the project",100
vw_Projects,پیشرفت برنامه ای در ابتدای سال جاری,"Planned progress at the beginning of the current year",100
vw_Projects,پیشرفت برنامه ای در انتهای سال جاری,"Planned progress at the end of the current year",100
vw_Projects,پیشرفت واقعی در ابتدای سال جاری,"Actual progress at the beginning of the current year",100
vw_Projects,پیشرفت واقعی در انتهای سال جاری,"Actual progress at the end of the current year",100
vw_Projects,راندمان کل,"Overall Efficiency/Performance Index (e.g., SPI/CPI)",95
vw_Projects,راندمان سال,"Annual Efficiency/Performance Index",95
vw_Projects,کشور پروژه,"Country where the project is located",100
vw_Projects,استان پروژه,"Province/State where the project is located",100
vw_Projects,شهر پروژه,"City where the project is located",100
vw_Projects,ParentID,"Parent Project ID (if part of a master project)",100
vw_Projects,WeightOfParentProject,"Weight of this project in relation to its parent project",100
vw_Projects,ProjectHasControlPoints,"Boolean indicating if the project uses control points or milestones",95
vw_Projects,اسکلت سازه,"Type of structural framework (e.g., Steel, Concrete) - Custom field",95
vw_Projects,برچسب,"Tags or labels applied to the project",100
vw_Projects,بهره بردار,"The ultimate operator or end-user of the facility",100
vw_Projects,پیوست دارد,"Boolean indicating if attachments are present",100
vw_Projects,تست date,"Test date (likely a custom test field)",80
vw_Projects,تست طراحی,"Design test (likely a custom test field)",80
vw_Projects,تست عدد,"Number test (likely a custom test field)",80
vw_Projects,روش اداره ی پروژه,"Method of project management or execution strategy",100
vw_Projects,سبد,"Portfolio or Basket to which the project belongs",100
vw_Projects,سطح تصویت,"Approval level of the project",90
vw_Projects,شرح نیاز مشتری,"Description of the customer's needs or requirements",100
vw_Projects,فیلد1,"Field 1 (Generic custom field)",80
vw_Projects,ماهیت,"Nature or essence of the project (e.g. developmental, maintenance)",95
vw_Projects,مبلغ اولیه تأمین شده,"Initially funded or secured amount",100
vw_Projects,مدت اجرای پروژه (تخمین) ,"Estimated execution duration of the project",100
vw_Projects,مدیر پروژه,"Project Manager",100
vw_Projects,نیروی انسانی مورد نیاز,"Required human resources or manpower estimate",100
vw_Projects,هدف,"Objective or goal of the project",100
vw_Projects,کابر 1,"User 1 (Generic custom user field)",80
vw_Projects,کاربر 2,"User 2 (Generic custom user field)",80
vw_Projects,روش اداره ی پروژه (از نحوه),"Project management method (Secondary field)",90
vw_Projects,چارچوب,"Framework or methodology used",95
vw_Projects,ProjectTypeName,"Textual name of the project type",100
vw_Projects,CurrencyName,"Default currency for project financials",100
vw_Projects,ProjectWBSKEY,"Root WBS ID for the project",100
vw_Projects,ProjectWBSName,"Root WBS Name for the project",100
vw_ProjectScurve,DateType,"Type of period (e.g., Monthly, Weekly)",95
vw_ProjectScurve,GFromDate,"Gregorian start date for the period",100
vw_ProjectScurve,GToDate,"Gregorian end date for the period",100
vw_ProjectScurve,JFromDate,"Jalali start date for the period",100
vw_ProjectScurve,JToDate,"Jalali end date for the period",100
vw_ProjectScurve,PlanPer,"Planned progress percentage for this specific period",100
vw_ProjectScurve,ActualPer,"Actual progress percentage for this specific period",100
vw_ProjectScurve,PlanCommulative,"Cumulative planned progress up to this period",100
vw_ProjectScurve,ActualCommulative,"Cumulative actual progress up to this period",100
vw_ProjectScurve,ProjectID,"Associated Project ID",100
vw_ProjectScurve,TimePeriod,"Identifier for the time period",95
vw_ResourceUsage,VolUnit,"Unit of measurement for volume/usage (e.g., Hours, Tons)",100
vw_ResourceUsage,ProjectID,"Associated Project ID",100
vw_ResourceUsage,ResourceID,"Foreign key identifying the resource",100
vw_ResourceUsage,UsageAmount,"Amount of resource utilized",100
vw_ResourceUsage,Comments,"Notes or comments regarding the resource usage",100
vw_ResourceUsage,Cost,"Cost incurred by utilizing the resource",100
vw_ResourceUsage,CostCurrencyID,"Currency ID for the incurred cost",100
vw_ResourceUsage,WBSID,"Associated WBS ID where the resource was used",100
vw_ResourceUsage,Abbriviation,"Abbreviation code for the resource",95
vw_ResourceUsage,ResourceName,"Name of the resource (e.g., Excavator, Engineer)",100
vw_ResourceUsage,ResourceTypeID,"Foreign key for the resource classification type (Labor/Material/Equipment)",100
vw_ResourceUsage,ResourceTypeName,"Name of the resource classification type",100
vw_ResourceUsage,ResourceGroupID,"Foreign key to the resource group",100
vw_ResourceUsage,ResourceGroupName,"Name of the resource group",100
vw_ResourceUsage,WBSName,"Name of the WBS element",100
vw_ResourceUsage,WBSCode,"Code of the WBS element",100
vw_ResourceUsage,ActivityCode,"Code of the specific activity using the resource",100
vw_ResourceUsage,WBSPath,"Full hierarchical path of the WBS element",100
vw_ResourceUsage,ActualStartDate_Year,"Year the usage actually started",100
vw_ResourceUsage,ActualStartDate_Month,"Month the usage actually started",100
vw_ResourceUsage,ActualStartDate_Day,"Day the usage actually started",100
vw_ResourceUsage,ActualStartDate_PersianDate,"Jalali date the usage actually started",100
vw_ResourceUsage,ActualStartDate_MiladiDate,"Gregorian date the usage actually started",100
vw_Risks,RisksKEY,"Primary key for the Risk record",100
vw_Risks,OrganizationUnitID,"Foreign key to the Org Unit identifying the risk",100
vw_Risks,OrganUnitName,"Name of the Org Unit",100
vw_Risks,ParentID,"Parent Risk ID (if risks are nested)",95
vw_Risks,RiskTitle,"Title or name of the risk",100
vw_Risks,Description,"Detailed description of the risk",100
vw_Risks,Severity,"Severity or impact level of the risk",100
vw_Risks,IdentificationDate_GeorgianDate,"Gregorian date the risk was identified",100
vw_Risks,IdentificationDate_JalaliDate,"Jalali date the risk was identified",100
vw_Risks,IdentificationDate_JalaliYear,"Jalali year the risk was identified",100
vw_Risks,IdentificationDate_JalaliMonth,"Jalali month the risk was identified",100
vw_Risks,IdentificationDate_JalaliDay,"Jalali day the risk was identified",100
vw_Risks,DueDate_GeorgianDate,"Gregorian due date for risk mitigation action",100
vw_Risks,DueDate_JalaliDate,"Jalali due date for risk mitigation action",100
vw_Risks,DueDate_JalaliYear,"Jalali due year for mitigation",100
vw_Risks,DueDate_JalaliMonth,"Jalali due month for mitigation",100
vw_Risks,DueDate_JalaliDay,"Jalali due day for mitigation",100
vw_Risks,Resolution,"Strategy or action taken to resolve/mitigate the risk",100
vw_Risks,AssignedTo,"Foreign key to the user assigned to manage the risk",100
vw_Risks,CreatedByPK,"User ID who logged the risk",100
vw_Risks,LastModifiedByPK,"User ID who last modified the risk",100
vw_Risks,CategoryPK,"Foreign key to the risk category (e.g., Financial, Safety)",100
vw_Risks,Type,"Type of risk (Threat vs Opportunity)",95
vw_Risks,Probability,"Probability or likelihood of the risk occurring",100
vw_Risks,DetectionCapability,"Ability or rating to detect the risk before it occurs",95
vw_Risks,Sign,"Early warning sign or trigger for the risk",95
vw_Risks,RiskResponsePK,"Foreign key to the planned risk response strategy (e.g., Mitigate, Transfer)",100
vw_Risks,SupportResponse,"Secondary or supportive response action",90
vw_Risks,AssignedUserDetailsUserName,"Username of the assigned risk owner",100
vw_Risks,AssignedUserDetailsFirstName,"First name of the assigned risk owner",100
vw_Risks,AssignedUserDetailsLastName,"Last name of the assigned risk owner",100
vw_Risks,CreatorUserDetailsUserName,"Username of the risk creator",100
vw_Risks,CreatorUserDetailsFirstName,"First name of the risk creator",100
vw_Risks,CreatorUserDetailsLastName,"Last name of the risk creator",100
vw_Risks,LastModifierUserDetailsUserName,"Username of the last modifier",100
vw_Risks,LastModifierUserDetailsFirstName,"First name of the last modifier",100
vw_Risks,LastModifierUserDetailsLastName,"Last name of the last modifier",100
vw_Risks,ProjectPK,"Associated Project ID",100
vw_Risks,StatusPK,"Foreign key to the risk status (e.g., Open, Closed)",100
vw_Risks,DateTypePK,"Key for date formatting/type",85
vw_Risks,ProjectName,"Name of the associated project",100
vw_Risks,ProjectRiskCategoriesTitle,"Text title of the risk category",100
vw_Risks,RiskStatusName,"Text title of the risk status",100
vw_Risks,ReferCount,"Number of times the risk has been escalated or referred",90
vw_Risks,ActionDescription,"Description of the mitigation steps applied",100
vw_Risks,StakeholderName,"Stakeholder primarily affected by or monitoring the risk",100
vw_WBS,ParentID,"Parent WBS ID to maintain hierarchical structure",100
vw_WBS,WbsId,"Primary key for the WBS element",100
vw_WBS,Duration,"Duration of the WBS element/activity",100
vw_WBS,DurationUnit,"Unit of time for duration (e.g. Days, Weeks)",100
vw_WBS,IsActivity,"Boolean indicating if this node is a leaf activity rather than a summary node",100
vw_WBS,Code,"WBS Code/Numbering (e.g., 1.1.2)",100
vw_WBS,Name,"Name or description of the WBS element",100
vw_WBS,ActivityCode,"Specific code if it is an activity",100
vw_WBS,JalaliDate_PlanEndDate,"Jalali planned end date",100
vw_WBS,GeorgianDate_PlanEndDate,"Gregorian planned end date",100
vw_WBS,JalaliYear_PlanEndDate,"Jalali planned end year",100
vw_WBS,JalaliMonth_PlanEndDate,"Jalali planned end month",100
vw_WBS,JalaliDay_PlanEndDate,"Jalali planned end day",100
vw_WBS,JalaliDate_PlanStartDate,"Jalali planned start date",100
vw_WBS,GeorgianDate_PlanStartDate,"Gregorian planned start date",100
vw_WBS,JalaliYear_PlanStartDate,"Jalali planned start year",100
vw_WBS,JalaliMonth_PlanStartDate,"Jalali planned start month",100
vw_WBS,JalaliDay_PlanStartDate,"Jalali planned start day",100
vw_WBS,JalaliDate_ActualEndDate,"Jalali actual end date",100
vw_WBS,GeorgianDate_ActualEndDate,"Gregorian actual end date",100
vw_WBS,JalaliYear_ActualEndDate,"Jalali actual end year",100
vw_WBS,JalaliMonth_ActualEndDate,"Jalali actual end month",100
vw_WBS,JalaliDay_ActualEndDate,"Jalali actual end day",100
vw_WBS,JalaliDate_ActualStartDate,"Jalali actual start date",100
vw_WBS,GeorgianDate_ActualStartDate,"Gregorian actual start date",100
vw_WBS,JalaliYear_ActualStartDate,"Jalali actual start year",100
vw_WBS,JalaliMonth_ActualStartDate,"Jalali actual start month",100
vw_WBS,JalaliDay_ActualStartDate,"Jalali actual start day",100
vw_WBS,IsMilestone,"Boolean indicating if the element is a milestone (zero duration)",100
vw_WBS,PrjId,"Associated Project ID",100
vw_WBS,ProjectName,"Name of the associated project",100
vw_WBS,OrgID,"Associated Organizational Unit ID",100
vw_WBS,Weight,"Weight of this WBS element for progress calculation",100
vw_WBS,Critical,"Boolean indicating if this element is on the critical path",100
vw_WBS,DefaultProjectPlanID,"Foreign key to the default/active project plan baseline",95
vw_WBS,DefaultProjectWBSID,"Foreign key linking to a master WBS dictionary",95
vw_WBS,PlanProgress,"Planned percentage complete",100
vw_WBS,ActualProgress,"Actual percentage complete",100
vw_WBS,FieldProgress,"Actual progress measured from the field/site",95
vw_WBS,lvl,"Hierarchical level depth of the WBS element (e.g., Level 1, 2)",100
vw_WBS,ParentPath,"Full path of parent nodes for easy querying",100
vw_WBS,ProjectHasControlPoint,"Boolean indicating if this branch uses control points",90
vw_WorkItems,DataFormItemPK,"Foreign key to the Data Form Item (Work Package)",100
vw_WorkItems,WBSID,"Associated WBS ID",100
vw_WorkItems,WeightOfWhole,"Weight of the work item compared to the whole project",100
vw_WorkItems,ProjectKEY,"Associated Project ID",100
vw_WorkItems,آیدی قلم کاری,"Work Item ID",100
vw_WorkItems,کد پروژه,"Project Code",100
vw_WorkItems,نام پروژه,"Project Name",100
vw_WorkItems,کد قلم کاری,"Work Item Code",100
vw_WorkItems,عنوان قلم کاری,"Title/Name of the Work Item",100
vw_WorkItems,تاریخ شروع برنامه ای قلم کاری-سال,"Planned start date of work item - Year",100
vw_WorkItems,تاریخ شروع برنامه ای قلم کاری-ماه,"Planned start date of work item - Month",100
vw_WorkItems,تاریخ شروع برنامه ای قلم کاری-روز,"Planned start date of work item - Day",100
vw_WorkItems,تاریخ شروع برنامه ای قلم کاری,"Full planned start date of work item",100
vw_WorkItems,تاریخ شروع واقعی قلم کاری-سال,"Actual start date of work item - Year",100
vw_WorkItems,تاریخ شروع واقعی قلم کاری-ماه,"Actual start date of work item - Month",100
vw_WorkItems,تاریخ شروع واقعی قلم کاری-روز,"Actual start date of work item - Day",100
vw_WorkItems,تاریخ شروع واقعی قلم کاری,"Full actual start date of work item",100
vw_WorkItems,تاریخ پایان برنامه ای قلم کاری-سال,"Planned end date of work item - Year",100
vw_WorkItems,تاریخ پایان برنامه ای قلم کاری-ماه,"Planned end date of work item - Month",100
vw_WorkItems,تاریخ پایان برنامه ای قلم کاری-روز,"Planned end date of work item - Day",100
vw_WorkItems,تاریخ پایان برنامه ای قلم کاری,"Full planned end date of work item",100
vw_WorkItems,تاریخ پایان واقعی قلم کاری-سال,"Actual end date of work item - Year",100
vw_WorkItems,تاریخ پایان واقعی قلم کاری-ماه,"Actual end date of work item - Month",100
vw_WorkItems,تاریخ پایان واقعی قلم کاری-روز,"Actual end date of work item - Day",100
vw_WorkItems,تاریخ پایان واقعی قلم کاری,"Full actual end date of work item",100
vw_WorkItems,پیشرفت برنامه قلم کاری,"Planned progress percentage of the work item",100
vw_WorkItems,پیشرفت واقعی قلم کاری,"Actual progress percentage of the work item",100
vw_WorkItems,نام دیسیپلین قلم کاری,"Discipline name (e.g. Civil, Electrical) of the work item",100
vw_WorkItems,نام چرخه کاری قلم کاری,"Workflow cycle name for the work item",100
vw_WorkItems,نوع قلم کاری,"Type or category of the work item",100
vw_WorkItems,SubProjectID,"Foreign key to sub-project if applicable",100
vw_WorkItems,استان,"Province where the work item is executed",100
vw_WorkItems,سایت,"Specific site or location name",100
vw_WorkItems,شهر,"City where the work item is executed",100
vw_WorkItems,مسول,"Person or party responsible for the work item",100
